qacc	sacc	pident	qcovs	ppos	evalue	bitscore	sseqid	stitle
A0A1A8WYZ7	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA	33.333	16	56.25	0.12	32.3	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA mRNA (guanine-N(7))-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_01016500 PE=3 SV=1
A0A1A8WYZ7	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA	44.118	11	61.76	0.14	32.3	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10013900 PE=4 SV=1
A0A1A8WZX9	tr|A0A1D3JN14|A0A1D3JN14_PLAMA	100.000	94	100.00	0.0	719	tr|A0A1D3JN14|A0A1D3JN14_PLAMA	tr|A0A1D3JN14|A0A1D3JN14_PLAMA Phosphatidylserine decarboxylase proenzyme OS=Plasmodium malariae OX=5858 GN=PSD PE=3 SV=1
A0A1A8WZX9	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA	32.927	21	48.78	0.11	33.1	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA Beige/BEACH domain protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09033300 PE=4 SV=1
A0A1A8WZX9	tr|A0A1A8WBP1|A0A1A8WBP1_PLAMA	60.870	5	73.91	0.97	30.0	tr|A0A1A8WBP1|A0A1A8WBP1_PLAMA	tr|A0A1A8WBP1|A0A1A8WBP1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14038000 PE=4 SV=1
A0A1A8WZX9	tr|A0A1D3JIL9|A0A1D3JIL9_PLAMA	35.417	13	58.33	2.1	28.9	tr|A0A1D3JIL9|A0A1D3JIL9_PLAMA	tr|A0A1D3JIL9|A0A1D3JIL9_PLAMA Macro domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03023600 PE=4 SV=1
A0A1A8WZX9	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	29.114	19	50.63	2.5	28.9	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12038800 PE=4 SV=1
A0A1A8X445	tr|A0A1D3SML1|A0A1D3SML1_PLAMA	100.000	96	100.00	0.0	731	tr|A0A1D3SML1|A0A1D3SML1_PLAMA	tr|A0A1D3SML1|A0A1D3SML1_PLAMA Adenylosuccinate synthetase OS=Plasmodium malariae OX=5858 GN=ADSS PE=3 SV=1
A0A1A8X445	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA	36.364	15	52.73	0.72	28.9	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA Dynein light chain, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09056000 PE=4 SV=1
A0A1A8X445	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA	25.000	22	47.73	2.0	28.9	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA RAP protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09032800 PE=4 SV=1
A0A1A8X445	tr|A0A1D3JJC5|A0A1D3JJC5_PLAMA	39.286	7	67.86	3.3	28.5	tr|A0A1D3JJC5|A0A1D3JJC5_PLAMA	tr|A0A1D3JJC5|A0A1D3JJC5_PLAMA SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_06010100 PE=4 SV=1
A0A1A8X445	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA	33.333	19	45.83	3.7	28.1	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA DUF4821 domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14070000 PE=4 SV=1
A0A1A8X481	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA	98.446	95	99.01	0.0	1414	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA tRNA (guanine(37)-N1)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07025800 PE=3 SV=1
A0A1A8X481	tr|A0A1D3TE58|A0A1D3TE58_PLAMA	34.146	5	58.54	1.4	30.8	tr|A0A1D3TE58|A0A1D3TE58_PLAMA	tr|A0A1D3TE58|A0A1D3TE58_PLAMA tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_14023000 PE=3 SV=1
A0A1A8X481	tr|A0A1D3SNY2|A0A1D3SNY2_PLAMA	32.222	12	54.44	1.5	30.8	tr|A0A1D3SNY2|A0A1D3SNY2_PLAMA	tr|A0A1D3SNY2|A0A1D3SNY2_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12019500 PE=4 SV=1
A0A1A8X481	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	30.000	8	56.67	2.9	29.6	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	tr|A0A1D3TF14|A0A1D3TF14_PLAMA Potassium channel, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14061500 PE=4 SV=1
A0A1A8X481	tr|A0A1D3JME1|A0A1D3JME1_PLAMA	26.627	21	44.38	7.7	28.5	tr|A0A1D3JME1|A0A1D3JME1_PLAMA	tr|A0A1D3JME1|A0A1D3JME1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07026000 PE=4 SV=1
A0A1A8X6P7	tr|A0A1D3PC73|A0A1D3PC73_PLAMA	100.000	99	100.00	0.0	1057	tr|A0A1D3PC73|A0A1D3PC73_PLAMA	tr|A0A1D3PC73|A0A1D3PC73_PLAMA RNA-splicing ligase RtcB homolog OS=Plasmodium malariae OX=5858 GN=RTCB PE=3 SV=1
A0A1A8X6P7	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA	28.661	86	43.10	2.35e-33	131	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA 3'-phosphate/5'-hydroxy nucleic acid ligase OS=Plasmodium malariae OX=5858 GN=PmUG01_14056300 PE=3 SV=1
A0A1A8X6P7	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA	20.741	27	43.70	1.8	29.3	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA 26S proteasome regulatory subunit RPN7, putative OS=Plasmodium malariae OX=5858 GN=RPN7 PE=4 SV=1
A0A1A8X6P7	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	25.600	24	39.20	2.3	29.3	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12038800 PE=4 SV=1
A0A1A8X6P7	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA	37.838	7	64.86	3.5	28.9	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12066500 PE=4 SV=1
A0A1A8X777	tr|A0A1A8X777|A0A1A8X777_PLAMA	100.000	100	100.00	0.0	541	tr|A0A1A8X777|A0A1A8X777_PLAMA	tr|A0A1A8X777|A0A1A8X777_PLAMA NAD-dependent protein deacylase OS=Plasmodium malariae OX=5858 GN=SIR2A PE=3 SV=1
A0A1A8X777	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA	26.429	64	44.29	9.69e-06	45.1	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA Transcriptional regulatory protein sir2b, putative OS=Plasmodium malariae OX=5858 GN=Sir2B PE=4 SV=1
A0A1A8X777	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA	42.500	64	60.00	0.062	33.1	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA	tr|A0A1A8W7D6|A0A1A8W7D6_PLAMA Transcriptional regulatory protein sir2b, putative OS=Plasmodium malariae OX=5858 GN=Sir2B PE=4 SV=1
A0A1A8X777	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	27.381	27	46.43	1.1	29.3	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA Erythrocyte membrane-associated antigen, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_05038800 PE=4 SV=1
A0A1A8X777	tr|A0A1D3RIQ6|A0A1D3RIQ6_PLAMA	45.455	8	63.64	8.5	24.6	tr|A0A1D3RIQ6|A0A1D3RIQ6_PLAMA	tr|A0A1D3RIQ6|A0A1D3RIQ6_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10037100 PE=4 SV=1
A0A1A8X777	tr|A0A1D3RIN1|A0A1D3RIN1_PLAMA	39.024	15	53.66	8.6	26.2	tr|A0A1D3RIN1|A0A1D3RIN1_PLAMA	tr|A0A1D3RIN1|A0A1D3RIN1_PLAMA Phosphatidylinositol 3-kinase, putative OS=Plasmodium malariae OX=5858 GN=PI3K PE=3 SV=1
A0A1A8X7E6	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA	99.799	100	100.00	0.0	1023	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA Pre-mRNA-processing factor 19 OS=Plasmodium malariae OX=5858 GN=PRPF19 PE=3 SV=1
A0A1A8X7E6	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	26.908	53	43.37	9.57e-17	81.6	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_06014100 PE=4 SV=1
A0A1A8X7E6	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	22.078	53	40.69	2.55e-06	48.5	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_06014100 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	24.312	54	43.12	4.16e-13	68.6	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1A8X7E6	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	28.436	54	45.02	7.45e-11	61.6	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1A8X7E6	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	24.066	54	44.40	1.87e-10	60.5	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1A8X7E6	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	27.586	64	43.68	4.01e-12	65.5	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1A8X7E6	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	26.122	64	43.27	4.78e-09	56.2	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1A8X7E6	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	24.020	64	46.08	2.01e-08	54.3	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	34.314	55	54.90	3.31e-10	60.8	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	22.687	55	38.51	5.49e-08	53.9	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	24.161	55	33.56	0.004	38.1	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	25.301	55	45.78	0.86	30.4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1A8X7E6	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	31.818	55	52.27	1.0	30.4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KAH2	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	99.778	100	99.85	0.0	2801	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	32.151	80	52.06	6.22e-114	390	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	46.886	80	68.50	1.41e-78	284	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	38.372	57	54.65	8.11e-30	127	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	51.456	57	66.02	1.87e-26	116	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	41.538	57	61.54	1.41e-24	110	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	22.176	57	43.10	1.47e-07	54.7	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	23.636	57	44.24	3.74e-07	53.1	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	29.126	21	47.09	1.64e-18	90.1	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	23.364	21	45.79	1.0	32.0	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1C3KAH2	tr|A0A1D3JI51|A0A1D3JI51_PLAMA	29.091	4	49.09	1.3	31.6	tr|A0A1D3JI51|A0A1D3JI51_PLAMA	tr|A0A1D3JI51|A0A1D3JI51_PLAMA PIR protein OS=Plasmodium malariae OX=5858 GN=PmUG01_00034900 PE=4 SV=1
A0A1C3KAS9	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA	93.850	100	95.44	0.0	834	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Plasmodium malariae OX=5858 GN=PmUG01_04027500 PE=3 SV=1
A0A1C3KAS9	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA	30.693	21	48.51	0.004	38.1	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA WD repeat-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03027400 PE=4 SV=1
A0A1C3KAS9	tr|A0A1D3JMI0|A0A1D3JMI0_PLAMA	37.778	20	63.33	0.006	37.4	tr|A0A1D3JMI0|A0A1D3JMI0_PLAMA	tr|A0A1D3JMI0|A0A1D3JMI0_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07031900 PE=4 SV=1
A0A1C3KAS9	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	47.059	12	85.29	0.024	35.4	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	tr|A0A1D3TD59|A0A1D3TD59_PLAMA Atypical protein kinase, ABC-1 family, putative OS=Plasmodium malariae OX=5858 GN=ABCk2 PE=4 SV=1
A0A1C3KAS9	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	41.176	12	79.41	0.81	30.4	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	tr|A0A1D3TD59|A0A1D3TD59_PLAMA Atypical protein kinase, ABC-1 family, putative OS=Plasmodium malariae OX=5858 GN=ABCk2 PE=4 SV=1
A0A1C3KAS9	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	50.000	12	82.14	1.3	30.0	tr|A0A1D3TD59|A0A1D3TD59_PLAMA	tr|A0A1D3TD59|A0A1D3TD59_PLAMA Atypical protein kinase, ABC-1 family, putative OS=Plasmodium malariae OX=5858 GN=ABCk2 PE=4 SV=1
A0A1C3KAS9	tr|A0A1D3SN06|A0A1D3SN06_PLAMA	37.975	15	55.70	0.32	31.6	tr|A0A1D3SN06|A0A1D3SN06_PLAMA	tr|A0A1D3SN06|A0A1D3SN06_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11046600 PE=4 SV=1
A0A1C3KB14	tr|A0A1A8W3D6|A0A1A8W3D6_PLAMA	99.515	99	100.00	0.0	1269	tr|A0A1A8W3D6|A0A1A8W3D6_PLAMA	tr|A0A1A8W3D6|A0A1A8W3D6_PLAMA Rhomboid-like protease OS=Plasmodium malariae OX=5858 GN=ROM4 PE=3 SV=1
A0A1C3KB14	tr|A0A1A8VXR4|A0A1A8VXR4_PLAMA	32.743	18	56.64	2.68e-14	72.0	tr|A0A1A8VXR4|A0A1A8VXR4_PLAMA	tr|A0A1A8VXR4|A0A1A8VXR4_PLAMA Rhomboid-like protease OS=Plasmodium malariae OX=5858 GN=ROM1 PE=3 SV=1
A0A1C3KB14	tr|A0A1D3JL98|A0A1D3JL98_PLAMA	33.333	24	57.33	1.86e-13	69.3	tr|A0A1D3JL98|A0A1D3JL98_PLAMA	tr|A0A1D3JL98|A0A1D3JL98_PLAMA Rhomboid-like protease OS=Plasmodium malariae OX=5858 GN=ROM3 PE=3 SV=1
A0A1C3KB14	tr|A0A1D3TD55|A0A1D3TD55_PLAMA	32.927	13	54.88	2.03e-06	49.3	tr|A0A1D3TD55|A0A1D3TD55_PLAMA	tr|A0A1D3TD55|A0A1D3TD55_PLAMA Rhomboid-like protease OS=Plasmodium malariae OX=5858 GN=ROM8 PE=3 SV=1
A0A1C3KB14	tr|A0A1C3KZN1|A0A1C3KZN1_PLAMA	25.564	21	46.62	1.01e-04	42.7	tr|A0A1C3KZN1|A0A1C3KZN1_PLAMA	tr|A0A1C3KZN1|A0A1C3KZN1_PLAMA Rhomboid-like protease OS=Plasmodium malariae OX=5858 GN=ROM10 PE=3 SV=1
A0A1C3KBG0	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	93.255	100	93.84	0.0	1270	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07020200 PE=3 SV=1
A0A1C3KBG0	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	42.222	25	61.11	4.29e-14	74.3	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA Putative rRNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11031500 PE=3 SV=1
A0A1C3KBG0	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	47.436	25	57.69	1.44e-12	69.3	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA Putative rRNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11031500 PE=3 SV=1
A0A1C3KBG0	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA	57.407	8	72.22	4.12e-07	51.6	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA Gametocyte development protein 1, putative OS=Plasmodium malariae OX=5858 GN=GDV1 PE=4 SV=1
A0A1C3KBG0	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA	52.083	8	64.58	4.25e-04	42.0	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA	tr|A0A1D3JMU7|A0A1D3JMU7_PLAMA Gametocyte development protein 1, putative OS=Plasmodium malariae OX=5858 GN=GDV1 PE=4 SV=1
A0A1C3KBG0	tr|A0A1D3SPC3|A0A1D3SPC3_PLAMA	30.597	17	49.25	4.43e-07	51.6	tr|A0A1D3SPC3|A0A1D3SPC3_PLAMA	tr|A0A1D3SPC3|A0A1D3SPC3_PLAMA Rhoptry protein ROP14, putative OS=Plasmodium malariae OX=5858 GN=ROP14 PE=3 SV=1
A0A1C3KBG0	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA	45.455	10	51.52	1.21e-06	50.4	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14054600 PE=4 SV=1
A0A1C3KBG0	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA	30.769	10	46.15	6.6	28.5	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA	tr|A0A1D3TEY4|A0A1D3TEY4_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14054600 PE=4 SV=1
A0A1C3KBH3	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA	96.667	100	97.87	0.0	1461	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA	tr|A0A1D3JMA5|A0A1D3JMA5_PLAMA tRNA (guanine(37)-N1)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07025800 PE=3 SV=1
A0A1C3KBH3	tr|A0A1D3JJF7|A0A1D3JJF7_PLAMA	28.947	13	41.23	0.60	31.6	tr|A0A1D3JJF7|A0A1D3JJF7_PLAMA	tr|A0A1D3JJF7|A0A1D3JJF7_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_04020800 PE=4 SV=1
A0A1C3KBH3	tr|A0A1D3TE58|A0A1D3TE58_PLAMA	34.146	5	58.54	1.7	30.4	tr|A0A1D3TE58|A0A1D3TE58_PLAMA	tr|A0A1D3TE58|A0A1D3TE58_PLAMA tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_14023000 PE=3 SV=1
A0A1C3KBH3	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	30.000	8	56.67	3.3	29.6	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	tr|A0A1D3TF14|A0A1D3TF14_PLAMA Potassium channel, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14061500 PE=4 SV=1
A0A1C3KBH3	tr|A0A1A8WV71|A0A1A8WV71_PLAMA	34.483	7	48.28	3.6	29.3	tr|A0A1A8WV71|A0A1A8WV71_PLAMA	tr|A0A1A8WV71|A0A1A8WV71_PLAMA Lysophospholipase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_01021400 PE=4 SV=1
A0A1C3KBV8	tr|A0A1D3JN14|A0A1D3JN14_PLAMA	99.435	100	100.00	0.0	717	tr|A0A1D3JN14|A0A1D3JN14_PLAMA	tr|A0A1D3JN14|A0A1D3JN14_PLAMA Phosphatidylserine decarboxylase proenzyme OS=Plasmodium malariae OX=5858 GN=PSD PE=3 SV=1
A0A1C3KBV8	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA	31.707	23	47.56	0.22	32.0	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA	tr|A0A1D3PBX2|A0A1D3PBX2_PLAMA Beige/BEACH domain protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09033300 PE=4 SV=1
